Gene stable ID	Gene name
ENSSSCG00000036901	
ENSSSCG00000008836	SCFD2
ENSSSCG00000034494	MARS2
ENSSSCG00000046727	
ENSSSCG00000006803	KCNA10
ENSSSCG00000030253	NOL9
ENSSSCG00000014083	ANKDD1B
ENSSSCG00000042440	
ENSSSCG00000036527	DNASE1
ENSSSCG00000006014	RAD21
ENSSSCG00000042141	
ENSSSCG00000012818	F8
ENSSSCG00000047332	
ENSSSCG00000004121	FBXO30
ENSSSCG00000031892	HSBP1
ENSSSCG00000000555	ITPR2
ENSSSCG00000024064	RNF6
ENSSSCG00000003382	TAS1R1
ENSSSCG00000036453	
ENSSSCG00000016082	BOLL
ENSSSCG00000004465	BCKDHB
ENSSSCG00000017316	NSF
ENSSSCG00000011646	KY
ENSSSCG00000024302	
ENSSSCG00000040512	
ENSSSCG00000009831	CUX2
ENSSSCG00000049088	
ENSSSCG00000012817	FUNDC2
ENSSSCG00000023818	MRPS27
ENSSSCG00000024841	SLC35A2
ENSSSCG00000016620	TSPAN12
ENSSSCG00000014084	POC5
ENSSSCG00000009298	CDK8
ENSSSCG00000049755	
ENSSSCG00000003673	CEP192
ENSSSCG00000004929	PARP16
ENSSSCG00000002866	CEBPA
ENSSSCG00000003383	ZBTB48
ENSSSCG00000010304	MYOZ1
ENSSSCG00000050420	
ENSSSCG00000007954	SLX4
ENSSSCG00000030493	UTP23
ENSSSCG00000030547	PIP5K1A
ENSSSCG00000040077	
ENSSSCG00000025502	
ENSSSCG00000023303	FIGNL1
ENSSSCG00000047663	
ENSSSCG00000044515	
ENSSSCG00000002313	SLC10A1
ENSSSCG00000003379	KLHL21
ENSSSCG00000040031	SMIM32
ENSSSCG00000012816	MTCP1
ENSSSCG00000005449	PTPN3
ENSSSCG00000015670	GTDC1
ENSSSCG00000040708	
ENSSSCG00000030247	EPM2AIP1
ENSSSCG00000010303	SYNPO2L
ENSSSCG00000044050	
ENSSSCG00000006016	EIF3H
ENSSSCG00000040786	SPTBN1
ENSSSCG00000033835	
ENSSSCG00000016621	KCND2
ENSSSCG00000039467	
ENSSSCG00000051392	
ENSSSCG00000034324	
ENSSSCG00000035602	GPR88
ENSSSCG00000007956	NLRC3
ENSSSCG00000028964	PIM2
ENSSSCG00000027869	PHF13
ENSSSCG00000043607	
ENSSSCG00000040559	ZNF691
ENSSSCG00000009832	PHETA1
ENSSSCG00000017811	
ENSSSCG00000009300	WASF3
ENSSSCG00000033923	
ENSSSCG00000012813	BRCC3
ENSSSCG00000016083	PLCL1
ENSSSCG00000043915	
ENSSSCG00000002314	SMOC1
ENSSSCG00000010306	SEC24C
ENSSSCG00000016623	
ENSSSCG00000037858	
ENSSSCG00000000078	TNRC6B
ENSSSCG00000021934	OTUD5
ENSSSCG00000036876	THAP3
ENSSSCG00000009833	SH2B3
ENSSSCG00000011239	TRANK1
ENSSSCG00000004931	IGDCC4
ENSSSCG00000031636	
ENSSSCG00000006744	NHLH2
ENSSSCG00000021745	ERMAP
ENSSSCG00000021652	LSM8
ENSSSCG00000007563	BRAT1
ENSSSCG00000004466	TTK
ENSSSCG00000024492	EPHB1
ENSSSCG00000046085	
ENSSSCG00000002684	CDH13
ENSSSCG00000049756	
ENSSSCG00000051598	
ENSSSCG00000006713	ADAM30
ENSSSCG00000009301	GPR12
ENSSSCG00000003384	DNAJC11
ENSSSCG00000013238	SLC39A13
ENSSSCG00000045284	
ENSSSCG00000044083	
ENSSSCG00000011947	ZPLD1
ENSSSCG00000034062	SV2C
ENSSSCG00000036870	RTN2
ENSSSCG00000022009	DDC
ENSSSCG00000016975	PTCD2
ENSSSCG00000049338	
ENSSSCG00000031869	VPS72
ENSSSCG00000009302	USP12
ENSSSCG00000028284	KCND1
ENSSSCG00000044389	
ENSSSCG00000039678	TMEM269
ENSSSCG00000029297	KRTAP27-1
ENSSSCG00000007955	CLUAP1
ENSSSCG00000016625	CTTNBP2
ENSSSCG00000037128	
ENSSSCG00000006631	TMOD4
ENSSSCG00000005340	CCIN
ENSSSCG00000006018	TRPS1
ENSSSCG00000047827	
ENSSSCG00000027374	
ENSSSCG00000041559	
ENSSSCG00000021738	PTPN2
ENSSSCG00000007564	AMZ1
ENSSSCG00000031555	
ENSSSCG00000015671	ARHGAP15
ENSSSCG00000035044	
ENSSSCG00000041558	
ENSSSCG00000036699	
ENSSSCG00000048685	
ENSSSCG00000009303	
ENSSSCG00000041534	
ENSSSCG00000011241	DCLK3
ENSSSCG00000012811	VBP1
ENSSSCG00000035523	FUT11
ENSSSCG00000006632	SCNM1
ENSSSCG00000013237	SPI1
ENSSSCG00000046786	OR56A4
ENSSSCG00000034921	CLDN19
ENSSSCG00000015259	B3GAT1
ENSSSCG00000021065	NAA60
ENSSSCG00000010308	CHCHD1
ENSSSCG00000002315	SLC8A3
ENSSSCG00000009834	ATXN2
ENSSSCG00000031730	PSMG2
ENSSSCG00000007362	SRSF6
ENSSSCG00000011243	GOLGA4
ENSSSCG00000045774	
ENSSSCG00000004123	UTRN
ENSSSCG00000014088	IQGAP2
ENSSSCG00000020965	LYSMD1
ENSSSCG00000022501	SOX3
ENSSSCG00000032549	GNA12
ENSSSCG00000036584	HAUS8
ENSSSCG00000021106	GRIPAP1
ENSSSCG00000039890	RASL11A
ENSSSCG00000045622	
ENSSSCG00000048836	
ENSSSCG00000011951	NFKBIZ
ENSSSCG00000016976	ZNF366
ENSSSCG00000028080	ELOVL4
ENSSSCG00000034390	CARD11
ENSSSCG00000040641	CRYBA1
ENSSSCG00000017317	WNT3
ENSSSCG00000009305	GTF3A
ENSSSCG00000006634	TNFAIP8L2
ENSSSCG00000010309	ZSWIM8
ENSSSCG00000001701	HSP90AB1
ENSSSCG00000027007	CEP76
ENSSSCG00000013869	
ENSSSCG00000028485	YBX1
ENSSSCG00000050786	
ENSSSCG00000021504	IFN-ALPHAOMEGA
ENSSSCG00000050754	
ENSSSCG00000037040	
ENSSSCG00000009245	SCD5
ENSSSCG00000035524	WNT9B
ENSSSCG00000012812	
ENSSSCG00000025531	SSPN
ENSSSCG00000038056	
ENSSSCG00000048350	
ENSSSCG00000033120	PALM2AKAP2
ENSSSCG00000013868	F2RL3
ENSSSCG00000033185	PPP2R3A
ENSSSCG00000008410	C2orf73
ENSSSCG00000024325	SGK2
ENSSSCG00000015673	KYNU
ENSSSCG00000006635	SEMA6C
ENSSSCG00000044999	
ENSSSCG00000024233	RAB39B
ENSSSCG00000013236	MYBPC3
ENSSSCG00000037001	PPM1N
ENSSSCG00000046799	
ENSSSCG00000043224	
ENSSSCG00000037313	MTIF3
ENSSSCG00000007957	C16orf90
ENSSSCG00000017785	NUFIP2
ENSSSCG00000026729	TMEM150C
ENSSSCG00000027293	TNPO1
ENSSSCG00000039471	
ENSSSCG00000013867	SIN3B
ENSSSCG00000032756	
ENSSSCG00000021657	SATB2
ENSSSCG00000011950	NXPE3
ENSSSCG00000004934	DPP8
ENSSSCG00000036317	VASP
ENSSSCG00000002316	COX16
ENSSSCG00000010310	
ENSSSCG00000030183	
ENSSSCG00000006636	GABPB2
ENSSSCG00000039769	SPIRE1
ENSSSCG00000043984	
ENSSSCG00000028552	BHLHE41
ENSSSCG00000034572	
ENSSSCG00000005163	IFNB1
ENSSSCG00000016626	CFTR
ENSSSCG00000008838	LNX1
ENSSSCG00000039998	CLIC2
ENSSSCG00000049361	
ENSSSCG00000024613	GUCY1A2
ENSSSCG00000003964	PPIH
ENSSSCG00000046091	
ENSSSCG00000025224	
ENSSSCG00000031867	
ENSSSCG00000032015	SH3BGRL2
ENSSSCG00000009308	LNX2
ENSSSCG00000046013	
ENSSSCG00000007364	IFT52
ENSSSCG00000017790	TAOK1
ENSSSCG00000007958	ZNF174
ENSSSCG00000011949	CEP97
ENSSSCG00000035236	
ENSSSCG00000032464	PURB
ENSSSCG00000050084	
ENSSSCG00000004125	STX11
ENSSSCG00000031881	CDC42SE1
ENSSSCG00000038442	TMLHE
ENSSSCG00000026389	SYNJ2BP
ENSSSCG00000009310	POLR1D
ENSSSCG00000048272	
ENSSSCG00000030278	MLLT11
ENSSSCG00000037184	GPR4
ENSSSCG00000009246	ENOPH1
ENSSSCG00000011650	MSL2
ENSSSCG00000036772	CAMTA1
ENSSSCG00000038221	HSD17B2
ENSSSCG00000011245	ITGA9
ENSSSCG00000041725	
ENSSSCG00000007574	SDK1
ENSSSCG00000028632	
ENSSSCG00000051108	
ENSSSCG00000047389	
ENSSSCG00000001702	SLC35B2
ENSSSCG00000000079	FAM83F
ENSSSCG00000000559	RASSF8
ENSSSCG00000046450	
ENSSSCG00000036781	PRELID3A
ENSSSCG00000011952	RPL24
ENSSSCG00000037582	F2RL2
ENSSSCG00000050922	
ENSSSCG00000035312	
ENSSSCG00000029037	DRD1
ENSSSCG00000004469	LCA5
ENSSSCG00000015631	GRB10
ENSSSCG00000042406	
ENSSSCG00000017789	ABHD15
ENSSSCG00000026160	MROH9
ENSSSCG00000038229	EML2
ENSSSCG00000035355	F2R
ENSSSCG00000040955	
ENSSSCG00000029285	ZNF75A
ENSSSCG00000016085	
ENSSSCG00000034345	SPRY3
ENSSSCG00000004127	PLAGL1
ENSSSCG00000031031	CSMD3
ENSSSCG00000032645	CHIC2
ENSSSCG00000026538	MSGN1
ENSSSCG00000002321	
ENSSSCG00000046634	
ENSSSCG00000001703	NFKBIE
ENSSSCG00000034025	
ENSSSCG00000009313	GSX1
ENSSSCG00000006639	C1orf56
ENSSSCG00000031486	
ENSSSCG00000007366	MYBL2
ENSSSCG00000035275	
ENSSSCG00000043886	
ENSSSCG00000002322	ADAM21
ENSSSCG00000032805	
ENSSSCG00000035182	SDR42E1
ENSSSCG00000008412	PSME4
ENSSSCG00000011653	PCCB
ENSSSCG00000000080	GRAP2
ENSSSCG00000014091	F2RL1
ENSSSCG00000048557	
ENSSSCG00000012287	TFE3
ENSSSCG00000017788	TP53I13
ENSSSCG00000008840	GSX2
ENSSSCG00000034500	MSX2
ENSSSCG00000005452	C9orf152
ENSSSCG00000043617	
ENSSSCG00000040047	TMEM151B
ENSSSCG00000011953	ZBTB11
ENSSSCG00000041642	
ENSSSCG00000048942	
ENSSSCG00000037245	HNRNPDL
ENSSSCG00000035817	PDX1
ENSSSCG00000013865	NWD1
ENSSSCG00000035915	ABHD16B
ENSSSCG00000014092	S100Z
ENSSSCG00000045379	
ENSSSCG00000036297	
ENSSSCG00000033466	
ENSSSCG00000032974	MYADML2
ENSSSCG00000029615	VAMP7
ENSSSCG00000037309	TIGD7
ENSSSCG00000001705	TCTE1
ENSSSCG00000009317	CDX2
ENSSSCG00000022759	
ENSSSCG00000003386	TNFRSF9
ENSSSCG00000012288	CCDC120
ENSSSCG00000042577	
ENSSSCG00000045156	
ENSSSCG00000003965	
ENSSSCG00000017787	GIT1
ENSSSCG00000007576	FOXK1
ENSSSCG00000040595	BRAP
ENSSSCG00000014093	CRHBP
ENSSSCG00000044225	
ENSSSCG00000046076	
ENSSSCG00000043309	
ENSSSCG00000006640	BNIPL
ENSSSCG00000007963	ZNF263
ENSSSCG00000034290	MED6
ENSSSCG00000004935	HACD3
ENSSSCG00000036491	PCNP
ENSSSCG00000004128	ZC2HC1B
ENSSSCG00000009316	
ENSSSCG00000047855	
ENSSSCG00000022202	TOX2
ENSSSCG00000041739	
ENSSSCG00000040448	
ENSSSCG00000028740	CTDSPL
ENSSSCG00000008841	PDGFRA
ENSSSCG00000002688	PLCG2
ENSSSCG00000046456	
ENSSSCG00000016627	ASZ1
ENSSSCG00000031466	
ENSSSCG00000023472	FMO3
ENSSSCG00000042421	
ENSSSCG00000010782	
ENSSSCG00000000081	ENTHD1
ENSSSCG00000027144	LMNTD1
ENSSSCG00000043838	
ENSSSCG00000042571	
ENSSSCG00000004470	
ENSSSCG00000016086	C2orf69
ENSSSCG00000038992	TUBB6
ENSSSCG00000001706	AARS2
ENSSSCG00000032065	
ENSSSCG00000039657	
ENSSSCG00000009314	FLT3
ENSSSCG00000049548	
ENSSSCG00000044978	
ENSSSCG00000006641	PRUNE1
ENSSSCG00000016979	NSG2
ENSSSCG00000046770	
ENSSSCG00000007965	ZNF200
ENSSSCG00000035376	
ENSSSCG00000016628	WNT2
ENSSSCG00000015267	FMO2
ENSSSCG00000009249	HNRNPD
ENSSSCG00000034947	
ENSSSCG00000046104	
ENSSSCG00000040918	
ENSSSCG00000014094	
ENSSSCG00000035642	
ENSSSCG00000020701	TTC9
ENSSSCG00000035556	
ENSSSCG00000016087	TYW5
ENSSSCG00000011956	TRMT10C
ENSSSCG00000000082	CACNA1I
ENSSSCG00000021053	GIPR
ENSSSCG00000007577	AP5Z1
ENSSSCG00000042650	
ENSSSCG00000013683	
ENSSSCG00000010311	CAMK2G
ENSSSCG00000017793	ANKRD13B
ENSSSCG00000039614	
ENSSSCG00000051168	
ENSSSCG00000017321	LYZL6
ENSSSCG00000028572	
ENSSSCG00000028677	
ENSSSCG00000009836	ACAD10
ENSSSCG00000005453	
ENSSSCG00000011246	VILL
ENSSSCG00000049411	
ENSSSCG00000023746	LRP1B
ENSSSCG00000034150	
ENSSSCG00000035512	C5orf47
ENSSSCG00000036077	
ENSSSCG00000015268	FMO1
ENSSSCG00000036676	MAIP1
ENSSSCG00000012290	WDR45
ENSSSCG00000036683	OR14K1
ENSSSCG00000007369	
ENSSSCG00000002329	MAP3K9
ENSSSCG00000036749	
ENSSSCG00000045443	
ENSSSCG00000027550	PLCD1
ENSSSCG00000016981	CPEB4
ENSSSCG00000017792	CORO6
ENSSSCG00000046937	
ENSSSCG00000045558	
ENSSSCG00000031410	
ENSSSCG00000032445	
ENSSSCG00000038889	
ENSSSCG00000033500	SNRPD2
ENSSSCG00000034582	
ENSSSCG00000002689	CMIP
ENSSSCG00000047104	
ENSSSCG00000016629	
ENSSSCG00000013235	MADD
ENSSSCG00000050058	
ENSSSCG00000031692	
ENSSSCG00000024162	
ENSSSCG00000007967	ZNF213
ENSSSCG00000035450	
ENSSSCG00000012039	OLIG2
ENSSSCG00000041248	
ENSSSCG00000008413	GPR75
ENSSSCG00000000084	ATF4
ENSSSCG00000017577	
ENSSSCG00000009319	PAN3
ENSSSCG00000040531	UTS2
ENSSSCG00000043261	
ENSSSCG00000036123	
ENSSSCG00000013864	TMEM38A
ENSSSCG00000038567	
ENSSSCG00000015266	FMO4
ENSSSCG00000004473	PHIP
ENSSSCG00000004936	INTS14
ENSSSCG00000026969	KRAS
ENSSSCG00000022714	OSER1
ENSSSCG00000006642	MINDY1
ENSSSCG00000039903	SPATS1
ENSSSCG00000037071	
ENSSSCG00000004132	PHACTR2
ENSSSCG00000021791	SENP7
ENSSSCG00000039538	
ENSSSCG00000017791	
ENSSSCG00000036239	GJA8
ENSSSCG00000011249	DLEC1
ENSSSCG00000044789	
ENSSSCG00000050248	
ENSSSCG00000038312	
ENSSSCG00000003966	PPCS
ENSSSCG00000005454	TXNDC8
ENSSSCG00000013863	SMIM7
ENSSSCG00000032819	QPCTL
ENSSSCG00000003385	PARK7
ENSSSCG00000051496	
ENSSSCG00000016090	SPATS2L
ENSSSCG00000029375	ZNF205
ENSSSCG00000015270	FMOD
ENSSSCG00000047097	
ENSSSCG00000008842	KIT
ENSSSCG00000008414	ERLEC1
ENSSSCG00000044875	
ENSSSCG00000007575	RADIL
ENSSSCG00000001708	CDC5L
ENSSSCG00000038126	MGAT3
ENSSSCG00000002330	PCNX1
ENSSSCG00000033843	ETFRF1
ENSSSCG00000044721	
ENSSSCG00000016982	
ENSSSCG00000012040	OLIG1
ENSSSCG00000032439	
ENSSSCG00000012291	GPKOW
ENSSSCG00000033562	GJB7
ENSSSCG00000011718	
ENSSSCG00000015271	PRELP
ENSSSCG00000007373	GDAP1L1
ENSSSCG00000041162	
ENSSSCG00000038367	FBXO46
ENSSSCG00000034552	
ENSSSCG00000028126	MPPE1
ENSSSCG00000017794	EFCAB5
ENSSSCG00000051385	
ENSSSCG00000029641	ZSCAN10
ENSSSCG00000004472	IRAK1BP1
ENSSSCG00000049453	
ENSSSCG00000013862	
ENSSSCG00000003967	ZMYND12
ENSSSCG00000041034	
ENSSSCG00000044671	
ENSSSCG00000015272	OPTC
ENSSSCG00000051222	
ENSSSCG00000016983	STC2
ENSSSCG00000006643	ANXA9
ENSSSCG00000039916	MEIOSIN
ENSSSCG00000048044	
ENSSSCG00000012295	MAGIX
ENSSSCG00000037912	FITM2
ENSSSCG00000003968	RIMKLA
ENSSSCG00000017325	PLEKHM1
ENSSSCG00000017802	BHLHA9
ENSSSCG00000036285	NKX2-5
ENSSSCG00000013861	SLC35E1
ENSSSCG00000035838	
ENSSSCG00000010629	ADRA2A
ENSSSCG00000040550	CFAP94
ENSSSCG00000000087	TAB1
ENSSSCG00000029507	RASGEF1B
ENSSSCG00000009320	FLT1
ENSSSCG00000007370	R3HDML
ENSSSCG00000014097	
ENSSSCG00000042162	KCNJ11
ENSSSCG00000035774	ERRFI1
ENSSSCG00000015273	ATP2B4
ENSSSCG00000021569	MMP25
ENSSSCG00000011251	MYD88
ENSSSCG00000041728	
ENSSSCG00000007578	
ENSSSCG00000044832	
ENSSSCG00000035112	
ENSSSCG00000016985	BNIP1
ENSSSCG00000017328	ARHGAP27
ENSSSCG00000012294	PLP2
ENSSSCG00000036003	
ENSSSCG00000002690	GAN
ENSSSCG00000035791	SIX5
ENSSSCG00000028113	CAPZA2
ENSSSCG00000050700	
ENSSSCG00000006644	CERS2
ENSSSCG00000020895	BICDL2
ENSSSCG00000022163	GNAL
ENSSSCG00000036122	
ENSSSCG00000043208	
ENSSSCG00000006503	RXFP4
ENSSSCG00000017795	NSRP1
ENSSSCG00000004937	SLC24A1
ENSSSCG00000043833	
ENSSSCG00000003388	SLC45A1
ENSSSCG00000013860	CHERP
ENSSSCG00000031273	IMPG2
ENSSSCG00000044681	OR4D1
ENSSSCG00000047473	
ENSSSCG00000011652	STAG1
ENSSSCG00000023266	FOXJ3
ENSSSCG00000016091	
ENSSSCG00000032120	
ENSSSCG00000009839	CIT
ENSSSCG00000026768	OR13C4
ENSSSCG00000049472	
ENSSSCG00000046911	
ENSSSCG00000001709	SUPT3H
ENSSSCG00000004133	FUCA2
ENSSSCG00000007371	HNF4A
ENSSSCG00000012293	PRICKLE3
ENSSSCG00000040769	
ENSSSCG00000005455	SVEP1
ENSSSCG00000048230	
ENSSSCG00000037170	POMP
ENSSSCG00000013172	
ENSSSCG00000033768	LAX1
ENSSSCG00000016092	SGO2
ENSSSCG00000047068	
ENSSSCG00000016986	CREBRF
ENSSSCG00000012292	SYP
ENSSSCG00000040715	NXPH2
ENSSSCG00000038415	
ENSSSCG00000038738	DMWD
ENSSSCG00000013859	C19orf44
ENSSSCG00000017330	MAP3K14
ENSSSCG00000017797	SLC6A4
ENSSSCG00000007580	WIPI2
ENSSSCG00000023315	THOC6
ENSSSCG00000034152	MEI4
ENSSSCG00000033497	
ENSSSCG00000045240	
ENSSSCG00000013173	
ENSSSCG00000004134	PEX3
ENSSSCG00000039414	
ENSSSCG00000006645	SETDB1
ENSSSCG00000046407	
ENSSSCG00000036572	BCO1
ENSSSCG00000008415	ASB3
ENSSSCG00000032198	SPOPL
ENSSSCG00000026865	OR13C3
ENSSSCG00000017331	
ENSSSCG00000013841	
ENSSSCG00000016990	
ENSSSCG00000011250	ACAA1
ENSSSCG00000015632	
ENSSSCG00000013843	
ENSSSCG00000028035	
ENSSSCG00000013858	CALR3
ENSSSCG00000004938	DENND4A
ENSSSCG00000017332	
ENSSSCG00000020873	SYNGR1
ENSSSCG00000012298	CACNA1F
ENSSSCG00000039836	
ENSSSCG00000004475	HTR1B
ENSSSCG00000016989	RPL26L1
ENSSSCG00000008844	KDR
ENSSSCG00000037577	CHAC2
ENSSSCG00000025996	MTUS2
ENSSSCG00000037222	
ENSSSCG00000041316	
ENSSSCG00000049285	
ENSSSCG00000044374	
ENSSSCG00000039200	PKD1L2
ENSSSCG00000022343	ENO1
ENSSSCG00000031355	OR13C8
ENSSSCG00000038969	
ENSSSCG00000047194	
ENSSSCG00000023562	SNRPE
ENSSSCG00000049885	
ENSSSCG00000002332	SIPA1L1
ENSSSCG00000017796	BLMH
ENSSSCG00000025793	
ENSSSCG00000042436	
ENSSSCG00000040714	RSPH6A
ENSSSCG00000036684	TTPAL
ENSSSCG00000017333	FMNL1
ENSSSCG00000001710	RUNX2
ENSSSCG00000046179	
ENSSSCG00000039598	ADAT2
ENSSSCG00000006021	KCNV1
ENSSSCG00000035195	HNMT
ENSSSCG00000003970	GUCA2B
ENSSSCG00000014377	PCDHB1
ENSSSCG00000016988	ERGIC1
ENSSSCG00000029606	AOX1
ENSSSCG00000038027	
ENSSSCG00000015636	VSTM2A
ENSSSCG00000000563	IRAG2
ENSSSCG00000050620	
ENSSSCG00000040494	RPL3
ENSSSCG00000024351	MET
ENSSSCG00000044533	
ENSSSCG00000041441	
ENSSSCG00000034765	PIEZO2
ENSSSCG00000011253	OXSR1
ENSSSCG00000005413	
ENSSSCG00000042410	
ENSSSCG00000040203	GCSH
ENSSSCG00000006023	SYBU
ENSSSCG00000027768	SLC29A4
ENSSSCG00000021508	SLC35G2
ENSSSCG00000003093	SYMPK
ENSSSCG00000032312	RAB11A
ENSSSCG00000027252	HCFC1R1
ENSSSCG00000039591	SERINC3
ENSSSCG00000009322	SLC46A3
ENSSSCG00000006024	EBAG9
ENSSSCG00000027249	SLC25A2
ENSSSCG00000013241	NR1H3
ENSSSCG00000035388	C16orf46
ENSSSCG00000011959	ABI3BP
ENSSSCG00000037083	
ENSSSCG00000032694	
ENSSSCG00000009250	PRKG2
ENSSSCG00000017798	TMIGD1
ENSSSCG00000035434	SEC61G
ENSSSCG00000011734	ARL14
ENSSSCG00000013857	EPS15L1
ENSSSCG00000025701	NCK1
ENSSSCG00000038192	
ENSSSCG00000015277	SOX13
ENSSSCG00000047500	
ENSSSCG00000022998	PKIG
ENSSSCG00000032216	ATMIN
ENSSSCG00000027130	TNFRSF12A
ENSSSCG00000051110	
ENSSSCG00000033465	
ENSSSCG00000004136	AIG1
ENSSSCG00000033327	PDGFB
ENSSSCG00000046264	
ENSSSCG00000004477	IMPG1
ENSSSCG00000035845	
ENSSSCG00000009126	
ENSSSCG00000003092	FOXA3
ENSSSCG00000029456	SLC7A1
ENSSSCG00000037856	EDN2
ENSSSCG00000023743	CLDN6
ENSSSCG00000022553	TNRC18
ENSSSCG00000010312	PLAU
ENSSSCG00000016991	DUSP1
ENSSSCG00000029061	BMP3
ENSSSCG00000038739	MYPOP
ENSSSCG00000043094	
ENSSSCG00000017799	CPD
ENSSSCG00000016634	CAV1
ENSSSCG00000039216	CENPN
ENSSSCG00000011256	SLC22A13
ENSSSCG00000005456	MUSK
ENSSSCG00000035029	NOVA2
ENSSSCG00000006025	
ENSSSCG00000017340	DCAKD
ENSSSCG00000016992	NEURL1B
ENSSSCG00000038226	
ENSSSCG00000021255	ADA
ENSSSCG00000003391	CA6
ENSSSCG00000000091	APOBEC3B
ENSSSCG00000006646	ARNT
ENSSSCG00000035992	
ENSSSCG00000021540	C2CD4D
ENSSSCG00000045951	
ENSSSCG00000008845	
ENSSSCG00000026248	
ENSSSCG00000035074	FOXO6
ENSSSCG00000009838	
ENSSSCG00000016635	CAV2
ENSSSCG00000026180	NRXN1
ENSSSCG00000003100	CCDC61
ENSSSCG00000037416	CLIC5
ENSSSCG00000036341	
ENSSSCG00000031721	SOX14
ENSSSCG00000047751	
ENSSSCG00000046878	
ENSSSCG00000032060	
ENSSSCG00000006770	
ENSSSCG00000041130	
ENSSSCG00000040172	THSD7B
ENSSSCG00000038526	FBXL18
ENSSSCG00000015276	ETNK2
ENSSSCG00000044110	
ENSSSCG00000009840	PRKAB1
ENSSSCG00000037723	CFAP299
ENSSSCG00000034355	
ENSSSCG00000037429	
ENSSSCG00000033093	RGS6
ENSSSCG00000040344	TES
ENSSSCG00000027378	SH3PXD2B
ENSSSCG00000043911	
ENSSSCG00000044695	
ENSSSCG00000011255	SLC22A14
ENSSSCG00000048537	
ENSSSCG00000042807	
ENSSSCG00000003390	SLC2A7
ENSSSCG00000051550	
ENSSSCG00000022126	EGFR
ENSSSCG00000038095	
ENSSSCG00000034469	
ENSSSCG00000038444	ENY2
ENSSSCG00000031272	FGF5
ENSSSCG00000004138	HIVEP2
ENSSSCG00000044331	
ENSSSCG00000043560	
ENSSSCG00000011657	CLDN18
ENSSSCG00000017335	HEXIM2
ENSSSCG00000008850	
ENSSSCG00000038688	PGLYRP1
ENSSSCG00000038138	TFEC
ENSSSCG00000004939	MEGF11
ENSSSCG00000032135	
ENSSSCG00000010313	VCL
ENSSSCG00000039416	CXCR4
ENSSSCG00000029262	GOSR1
ENSSSCG00000036555	PRDM8
ENSSSCG00000003971	SCMH1
ENSSSCG00000042145	
ENSSSCG00000009326	KATNAL1
ENSSSCG00000014098	WDR41
ENSSSCG00000007585	ACTB
ENSSSCG00000039651	SLC2A5
ENSSSCG00000031648	CCN5
ENSSSCG00000047020	
ENSSSCG00000005457	LPAR1
ENSSSCG00000050958	
ENSSSCG00000011961	TFG
ENSSSCG00000049952	
ENSSSCG00000029264	PKMYT1
ENSSSCG00000031235	REN
ENSSSCG00000013242	ACP2
ENSSSCG00000023948	UBTD2
ENSSSCG00000017337	ACBD4
ENSSSCG00000005419	
ENSSSCG00000006425	OR6K6
ENSSSCG00000006029	NUDCD1
ENSSSCG00000039144	
ENSSSCG00000044542	
ENSSSCG00000008892	
ENSSSCG00000007377	KCNK15
ENSSSCG00000006447	OR10Z1
ENSSSCG00000037724	
ENSSSCG00000009842	CCDC60
ENSSSCG00000044924	
ENSSSCG00000009327	
ENSSSCG00000015689	DARS1
ENSSSCG00000038350	KISS1
ENSSSCG00000027467	DZIP1L
ENSSSCG00000017338	PLCD3
ENSSSCG00000044661	
ENSSSCG00000016995	
ENSSSCG00000021885	MDFIC
ENSSSCG00000021453	RIMS4
ENSSSCG00000025788	ENPP4
ENSSSCG00000049736	
ENSSSCG00000005534	
ENSSSCG00000033456	GPR157
ENSSSCG00000007586	FSCN1
ENSSSCG00000035052	KREMEN2
ENSSSCG00000038128	CDYL2
ENSSSCG00000011254	XYLB
ENSSSCG00000003101	HIF3A
ENSSSCG00000048221	
ENSSSCG00000040334	CBX6
ENSSSCG00000036417	
ENSSSCG00000017801	
ENSSSCG00000037111	
ENSSSCG00000004139	ADGRG6
ENSSSCG00000028963	OR6Y1
ENSSSCG00000007381	YWHAB
ENSSSCG00000022478	STK10
ENSSSCG00000035564	MCM6
ENSSSCG00000040768	TRHR
ENSSSCG00000043541	
ENSSSCG00000022473	A4GNT
ENSSSCG00000001715	ENPP5
ENSSSCG00000027874	
ENSSSCG00000028381	FLYWCH1
ENSSSCG00000000092	NPTXR
ENSSSCG00000042356	
ENSSSCG00000012833	
ENSSSCG00000029163	BCAT1
ENSSSCG00000034502	H6PD
ENSSSCG00000049341	
ENSSSCG00000031098	DBR1
ENSSSCG00000012297	CCDC22
ENSSSCG00000013243	DDB2
ENSSSCG00000009844	HSPB8
ENSSSCG00000014099	OTP
ENSSSCG00000039894	
ENSSSCG00000028065	USPL1
ENSSSCG00000022630	FLYWCH2
ENSSSCG00000021285	RNF216
ENSSSCG00000006445	OR10K2
ENSSSCG00000009256	ANTXR2
ENSSSCG00000038533	NAPG
ENSSSCG00000041955	
ENSSSCG00000031416	
ENSSSCG00000008852	MAP9
ENSSSCG00000047581	
ENSSSCG00000007382	PABPC1L
ENSSSCG00000009330	ALOX5AP
ENSSSCG00000011962	ADGRG7
ENSSSCG00000000093	DNAL4
ENSSSCG00000006031	TMEM74
ENSSSCG00000014100	TBCA
ENSSSCG00000043654	
ENSSSCG00000001716	RCAN2
ENSSSCG00000039926	
ENSSSCG00000015281	PLEKHA6
